BillNo_Automatic,Agr_Uni_Code,agr_name,agr_code,agr_no,Item_code,item_Short_name,itemname,Item_group_code,item_group_name,Bill_Date,challanno,issue_qty,recv_qty,irflag,billfr,billto,rate,broken_amt,frshop,froffice,brok_qty,brok_rate,miss_flag,cutcode,cutamt,cartcode,cartamt,narr,prnnarr,b1_rate,b1_qty,b1_amt,b1_narr,b2_rate,b2_qty,b2_amt,b2_narr,b3_rate,b3_qty,b3_amt,b3_narr,misc1,misc2,misc3,misc4,misc5,misc6,SNO,Contact_Prs_Ph,Transporter_Name,Gr_No,VehicleNo,Driver_Name,DL_No,Permit_no,Contact_Prs_Ph_No,Apx_weight,Apx_value,bill_Enter_Date,Trip_No,b4_rate,b4_qty,b4_amt,b4_narr,b5_rate,b5_qty,b5_amt,b5_narr,b6_rate,b6_qty,b6_amt,b6_narr,b7_rate,b7_qty,b7_amt,b7_narr,b8_rate,b8_qty,b8_amt,b8_narr,b9_rate,b9_qty,b9_amt,b9_narr,b10_rate,b10_qty,b10_amt,b10_narr,Bill_Amt,rec_type,Tnx_type,UNIT_NAME,ItemType,Tax_Code,Tax_Name,Tax_Per,Tax_Amt,Dis_Per,Dis_Amt,Gross_Amt,Tot_Qty,B_Add_Off_Site,B_HSN_Code,B_GST_Type,B_State_Code,B_Tax_YN,B_IGST_Per,B_IGST_Amt,B_SGST_Per,B_SGST_Amt,B_CGST_Per,B_CGST_Amt,B_Reverse_Charge,B_Electronic_Ref_No,B_REF_2,Weight_Per_pcs,Tot_Weight_of_pcs,Manual_BillNo,ORDNO,ORD_DATE,Trx_CODE,Trx_Name,PKG,C_FORM,NET_AMT,tot_amt,Transporter_Code,Fraight,remark,site_add,TODO,AMT_IN_WOR,DUEDATE,ROUNDOFF,station_Name,Qty_Kg,Tot_Kg
155,320,HINDUSTAN ENTERPRISES,HINDU,OH,17,sHORT NAME,CHANNEL,21,CHANNEL,25/12/2023,147,55,0,I,,,70,,0,55,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,01-Jan-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,IGST,09        ,N,18,0,0,0,0,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
169,274,SAHIL INFRA TRADERS,SAHILSHUTTERING,OH,32,sHORT NAME,PROP 2MX2M,12,PROPS,11/11/2023,147,0,149,R,,,10,,0,149,,,,MISC A/C,0,CARTAGE A/C,0,,,0,0,0,  ,0,0,0,  ,0,0,0,  ,,,,,,,1,,,,,,,,,,,01-Dec-23,1,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
169,274,SAHIL INFRA TRADERS,SAHILSHUTTERING,OH,33,sHORT NAME,PROP 2MX3M,12,PROPS,11/11/2023,147,0,25,R,,,0,,0,25,,,,MISC A/C,0,CARTAGE A/C,0,,,0,0,0,  ,0,0,0,  ,0,0,0,  ,,,,,,,2,,,,,,,,,,,01-Dec-23,1,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,316,M/S JOP INTERNATIONAL LIMITED,MS JOP,OH,17,sHORT NAME,CHANNEL,21,CHANNEL,04/11/2023,148,0,37,R,,,70,,0,37,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0, ,0,0,0, ,0,0,0, ,,,,,,,2,,,,,,,,,,,01-Dec-23,1,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
170,316,M/S JOP INTERNATIONAL LIMITED,MS JOP,OH,62,sHORT NAME,STEEL PLATE 3 X 2,19,STEEL PLATES,04/11/2023,148,0,52,R,,,10,,0,52,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0, ,0,0,0, ,0,0,0, ,,,,,,,9,,,,,,,,,,,01-Dec-23,1,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
156,266,SUPERIOR GLASS,SUPERIOR,OH,70,sHORT NAME,WHEEL WITH STOPPER,22,U JACK,21/12/2023,148,4,0,I,,,1,,0,4,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,01-Jan-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,SGST-CGST,06        ,N,0,0,9,0,9,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
160,316,M/S JOP INTERNATIONAL LIMITED,MS JOP,OH,17,sHORT NAME,CHANNEL,21,CHANNEL,29/12/2023,149,10,0,I,,,70,,0,10,,,,MISC A/C,0,CARTAGE A/C,8000,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,01-Jan-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,SGST-CGST,06        ,N,0,0,9,0,9,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
171,297,M/S SHIVA CONSTECH PRIVATE LIMITED,SHIVADELHI,OH,28,sHORT NAME,INNER 2.0 MTR PROP,12,PROPS,24/11/2023,149,0,100,R,,,0,,0,100,,,,MISC A/C,0,CARTAGE A/C,7000,,,0,0,0, ,0,0,0, ,0,0,0, ,,,,,,,1,,,,,,,,,,,01-Dec-23,1,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,316,M/S JOP INTERNATIONAL LIMITED,MS JOP,OH,33,sHORT NAME,PROP 2MX3M,12,PROPS,29/12/2023,149,270,0,I,,,0,,0,270,,,,MISC A/C,0,CARTAGE A/C,8000,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,01-Jan-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,SGST-CGST,06        ,N,0,0,9,0,9,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
171,297,M/S SHIVA CONSTECH PRIVATE LIMITED,SHIVADELHI,OH,29,sHORT NAME,SPAN INNER 3.0 MTR PROP,23,PROP 2*2,24/11/2023,149,0,250,R,,,10,,0,250,,,,MISC A/C,0,CARTAGE A/C,7000,,,0,0,0, ,0,0,0, ,0,0,0, ,,,,,,,2,,,,,,,,,,,01-Dec-23,1,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
171,297,M/S SHIVA CONSTECH PRIVATE LIMITED,SHIVADELHI,OH,41,sHORT NAME,SPAN OUTER 2.0 METER,13,SPAN,24/11/2023,149,0,350,R,,,10,,0,350,,,,MISC A/C,0,CARTAGE A/C,7000,,,0,0,0, ,0,0,0, ,0,0,0, ,,,,,,,3,,,,,,,,,,,01-Dec-23,1,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
160,316,M/S JOP INTERNATIONAL LIMITED,MS JOP,OH,62,sHORT NAME,STEEL PLATE 3 X 2,19,STEEL PLATES,29/12/2023,149,65,0,I,,,10,,0,65,,,,MISC A/C,0,CARTAGE A/C,8000,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,01-Jan-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,SGST-CGST,06        ,N,0,0,9,0,9,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
14,279,M/S SHIVA CONSTEACH PVT. LTD.,SHIVAUPNEW,OH,30,sHORT NAME,INNER 4.0 MTR PROP,12,PROPS,27/04/2023,15,0,70,R,,,0,,0,70,,,,MISC A/C,0,CARTAGE A/C,7000,,,0,0,0, ,0,0,0, ,0,0,0, ,,,,,,,1,,,,,,,,,,,02-May-23,1,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,309,M/S J. KUMAR INFRAPROJECTS LTD.,J KUMAR,OH,14,sHORT NAME,LEDGER 0.9 METER,5,LEDGER,25/04/2023,15,2080,0,I,,,0,,0,2080,,,,MISC A/C,0,CARTAGE A/C,8000,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,01-May-23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,IGST,07        ,N,18,0,0,0,0,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
15,309,M/S J. KUMAR INFRAPROJECTS LTD.,J KUMAR,OH,12,sHORT NAME,LEDGER 1.0 METER,5,LEDGER,25/04/2023,15,300,0,I,,,0,,0,300,,,,MISC A/C,0,CARTAGE A/C,8000,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,01-May-23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,IGST,07        ,N,18,0,0,0,0,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
14,279,M/S SHIVA CONSTEACH PVT. LTD.,SHIVAUPNEW,OH,33,sHORT NAME,MS PROPS 2MX3M,12,PROPS,27/04/2023,15,0,250,R,,,0,,0,250,,,,MISC A/C,0,CARTAGE A/C,7000,,,0,0,0, ,0,0,0, ,0,0,0, ,,,,,,,4,,,,,,,,,,,02-May-23,1,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,295,JOP INTERNATIONAL LIMITED,JOP,OH,17,sHORT NAME,CHANNEL,21,CHANNEL,04/11/2023,150,0,37,R,,,70,,0,37,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0,  ,0,0,0,  ,0,0,0,  ,,,,,,,1,,,,,,,,,,,01-Dec-23,1,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,316,M/S JOP INTERNATIONAL LIMITED,MS JOP,OH,12,sHORT NAME,LEDGER 1.0 METER,5,LEDGER,30/12/2023,150,200,0,I,,,0,,0,200,,,,MISC A/C,0,CARTAGE A/C,8000,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,01-Jan-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,SGST-CGST,06        ,N,0,0,9,0,9,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
158,316,M/S JOP INTERNATIONAL LIMITED,MS JOP,OH,11,sHORT NAME,LEDGER 1.2 METER,5,LEDGER,30/12/2023,150,540,0,I,,,10,,0,540,,,,MISC A/C,0,CARTAGE A/C,8000,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,01-Jan-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,SGST-CGST,06        ,N,0,0,9,0,9,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
158,316,M/S JOP INTERNATIONAL LIMITED,MS JOP,OH,10,sHORT NAME,LEDGER 1.5 METER,5,LEDGER,30/12/2023,150,165,0,I,,,250,,0,165,,,,MISC A/C,0,CARTAGE A/C,8000,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,01-Jan-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,SGST-CGST,06        ,N,0,0,9,0,9,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
173,295,JOP INTERNATIONAL LIMITED,JOP,OH,32,sHORT NAME,PROP 2MX2M,12,PROPS,04/11/2023,150,0,64,R,,,10,,0,64,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0,  ,0,0,0,  ,0,0,0,  ,,,,,,,2,,,,,,,,,,,01-Dec-23,1,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,295,JOP INTERNATIONAL LIMITED,JOP,OH,28,sHORT NAME,SPAN INNER 2.0 METER,12,PROPS,04/11/2023,150,0,5,R,,,0,,0,5,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0,  ,0,0,0,  ,0,0,0,  ,,,,,,,3,,,,,,,,,,,01-Dec-23,1,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
158,316,M/S JOP INTERNATIONAL LIMITED,MS JOP,OH,43,sHORT NAME,SPIGOT [JOINT] PIN,15,SPYGOT,30/12/2023,150,300,0,I,,,0,,0,300,,,,MISC A/C,0,CARTAGE A/C,8000,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,01-Jan-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,SGST-CGST,06        ,N,0,0,9,0,9,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
158,316,M/S JOP INTERNATIONAL LIMITED,MS JOP,OH,47,sHORT NAME,STANDARD 2.5 METER,16,STANDARD,30/12/2023,150,300,0,I,,,10,,0,300,,,,MISC A/C,0,CARTAGE A/C,8000,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,01-Jan-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,SGST-CGST,06        ,N,0,0,9,0,9,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
173,295,JOP INTERNATIONAL LIMITED,JOP,OH,61,sHORT NAME,STEEL PLATE 3 X 1.5,19,STEEL PLATES,04/11/2023,150,0,70,R,,,10,,0,70,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0,  ,0,0,0,  ,0,0,0,  ,,,,,,,4,,,,,,,,,,,01-Dec-23,1,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
173,295,JOP INTERNATIONAL LIMITED,JOP,OH,62,sHORT NAME,STEEL PLATE 3 X 2,19,STEEL PLATES,04/11/2023,150,0,43,R,,,10,,0,43,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0,  ,0,0,0,  ,0,0,0,  ,,,,,,,5,,,,,,,,,,,01-Dec-23,1,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
159,234,S K JAIN,SKJAIN,OH,33,sHORT NAME,MS PROPS 2MX3M,12,PROPS,23/12/2023,151,250,0,I,,,0,,0,250,,,,MISC A/C,0,CARTAGE A/C,60000,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,01-Jan-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,IGST,23        ,N,18,0,0,0,0,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
159,234,S K JAIN,SKJAIN,OH,62,sHORT NAME,STEEL PLATE 3 X 2,19,STEEL PLATES,23/12/2023,151,1000,0,I,,,10,,0,1000,,,,MISC A/C,0,CARTAGE A/C,60000,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,01-Jan-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,IGST,23        ,N,18,0,0,0,0,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
174,228,TECHNO CONSTRUCTION,TECHNO,OH,64,sHORT NAME,STEEL PLATES 3 X 2,19,STEEL PLATES,10/11/2023,151,0,50,R,,,0,,0,50,,,,MISC A/C,0,CARTAGE A/C,0,,,0,0,0,  ,0,0,0,  ,0,0,0,  ,,,,,,,1,,,,,,,,,,,09-Dec-23,1,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,  ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,298,D-4 UDYOG NAGAR,UDYOG NAGAR,OH,1,sHORT NAME,BASE PLATE JACK,22,U JACK,07/12/2023,152,0,140,R,,,140,,0,140,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0,   ,0,0,0,   ,0,0,0,   ,,,,,,,1,,,,,,,,,,,01-Jan-24,1,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,228,TECHNO CONSTRUCTION,TECHNO,OH,1,sHORT NAME,BASE PLATE JACK,22,U JACK,09/12/2023,152,35,0,I,,,140,,0,35,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,01-Jan-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,SGST-CGST,06        ,Y,0,0,9,0,9,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
175,298,D-4 UDYOG NAGAR,UDYOG NAGAR,OH,17,sHORT NAME,CHANNEL,21,CHANNEL,07/12/2023,152,0,64,R,,,70,,0,64,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0,   ,0,0,0,   ,0,0,0,   ,,,,,,,2,,,,,,,,,,,01-Jan-24,1,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,228,TECHNO CONSTRUCTION,TECHNO,OH,12,sHORT NAME,LEDGER 1.0 METER,5,LEDGER,09/12/2023,152,200,0,I,,,0,,0,200,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,01-Jan-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,SGST-CGST,06        ,Y,0,0,9,0,9,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
161,228,TECHNO CONSTRUCTION,TECHNO,OH,17,sHORT NAME,M S CHANNEL,21,CHANNEL,09/12/2023,152,15,0,I,,,70,,0,15,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,01-Jan-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,SGST-CGST,06        ,Y,0,0,9,0,9,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
175,298,D-4 UDYOG NAGAR,UDYOG NAGAR,OH,32,sHORT NAME,PROPS 2MX2M,12,PROPS,07/12/2023,152,0,40,R,,,10,,0,40,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0,   ,0,0,0,   ,0,0,0,   ,,,,,,,4,,,,,,,,,,,01-Jan-24,1,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,298,D-4 UDYOG NAGAR,UDYOG NAGAR,OH,33,sHORT NAME,PROPS 2MX3M,12,PROPS,07/12/2023,152,0,70,R,,,0,,0,70,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0,   ,0,0,0,   ,0,0,0,   ,,,,,,,5,,,,,,,,,,,01-Jan-24,1,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,298,D-4 UDYOG NAGAR,UDYOG NAGAR,OH,34,sHORT NAME,PROPS 2MX4M,12,PROPS,07/12/2023,152,0,6,R,,,0,,0,6,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0,   ,0,0,0,   ,0,0,0,   ,,,,,,,6,,,,,,,,,,,01-Jan-24,1,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,298,D-4 UDYOG NAGAR,UDYOG NAGAR,OH,43,sHORT NAME,SPIGOT [JOINT] PIN,15,SPYGOT,07/12/2023,152,0,8,R,,,0,,0,8,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0,   ,0,0,0,   ,0,0,0,   ,,,,,,,7,,,,,,,,,,,01-Jan-24,1,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,298,D-4 UDYOG NAGAR,UDYOG NAGAR,OH,44,sHORT NAME,STANDARD 0.5 METER,16,STANDARD,07/12/2023,152,0,34,R,,,10,,0,34,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0,   ,0,0,0,   ,0,0,0,   ,,,,,,,8,,,,,,,,,,,01-Jan-24,1,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,298,D-4 UDYOG NAGAR,UDYOG NAGAR,OH,46,sHORT NAME,STANDARD 1.0 METER,16,STANDARD,07/12/2023,152,0,60,R,,,10,,0,60,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0,   ,0,0,0,   ,0,0,0,   ,,,,,,,9,,,,,,,,,,,01-Jan-24,1,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,228,TECHNO CONSTRUCTION,TECHNO,OH,46,sHORT NAME,STANDARD 1.0 METER,16,STANDARD,09/12/2023,152,65,0,I,,,10,,0,65,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,01-Jan-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,SGST-CGST,06        ,Y,0,0,9,0,9,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
175,298,D-4 UDYOG NAGAR,UDYOG NAGAR,OH,45,sHORT NAME,STANDARD 1.5 METER,16,STANDARD,07/12/2023,152,0,60,R,,,10,,0,60,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0,   ,0,0,0,   ,0,0,0,   ,,,,,,,10,,,,,,,,,,,01-Jan-24,1,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,228,TECHNO CONSTRUCTION,TECHNO,OH,50,sHORT NAME,STANDARD 3.0 METER,16,STANDARD,09/12/2023,152,35,0,I,,,10,,0,35,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,01-Jan-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,SGST-CGST,06        ,Y,0,0,9,0,9,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
175,298,D-4 UDYOG NAGAR,UDYOG NAGAR,OH,61,sHORT NAME,STEEL PLATE 3 X 1.5,19,STEEL PLATES,07/12/2023,152,0,2,R,,,10,,0,2,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0,   ,0,0,0,   ,0,0,0,   ,,,,,,,11,,,,,,,,,,,01-Jan-24,1,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,298,D-4 UDYOG NAGAR,UDYOG NAGAR,OH,62,sHORT NAME,STEEL PLATE 3 X 2,19,STEEL PLATES,07/12/2023,152,0,7,R,,,10,,0,7,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0,   ,0,0,0,   ,0,0,0,   ,,,,,,,12,,,,,,,,,,,01-Jan-24,1,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
175,298,D-4 UDYOG NAGAR,UDYOG NAGAR,OH,68,sHORT NAME,U HEAD JACK,22,U JACK,07/12/2023,152,0,90,R,,,10,,0,90,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0,   ,0,0,0,   ,0,0,0,   ,,,,,,,13,,,,,,,,,,,01-Jan-24,1,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,   ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
161,228,TECHNO CONSTRUCTION,TECHNO,OH,68,sHORT NAME,U HEAD JACK,22,U JACK,09/12/2023,152,35,0,I,,,10,,0,35,,,,MISC A/C,0,CARTAGE A/C,0,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,01-Jan-24,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,S,997313,SGST-CGST,06        ,Y,0,0,9,0,9,0,NO,NO,B_REF_2,,,,,,,,,,,,,,,,,,,,,,
187,306,5 NO JHAJJAR,JHAJJAR,OH,1,sHORT NAME,BASE PLATE JACK,22,U JACK,10/12/2023,153,0,210,R,,,140,,0,210,,,,MISC A/C,0,CARTAGE A/C,8000,,,0,0,0, ,0,0,0, ,0,0,0, ,,,,,,,1,,,,,,,,,,,01-Jan-24,1,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0, ,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
